"Id,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score,Performance_Level,Result"
"4125,22,92,High,Low,Yes,5,95,Low,Yes,0,Low,Low,Public,Positive,3,No,Postgraduate,Male,70,Good,Pass"
"4126,13,77,High,High,Yes,7,69,Medium,Yes,2,Low,High,Private,Neutral,5,No,College,Male,67,Good,Pass"
"4127,15,79,High,High,Yes,6,100,Medium,Yes,4,Low,Medium,Public,Neutral,3,No,College,Female,70,Good,Pass"
"4128,31,99,Medium,Low,Yes,4,57,High,Yes,1,High,High,Public,Neutral,2,No,Postgraduate,Female,74,Good,Pass"
"4129,16,77,Medium,Low,Yes,7,69,Low,Yes,1,Low,High,Public,Neutral,4,No,High School,Female,63,Good,Pass"
"4130,30,84,High,Medium,Yes,9,94,Medium,Yes,1,Low,High,Private,Positive,2,Yes,High School,Female,72,Good,Pass"
"4131,19,62,High,Medium,No,7,82,Low,Yes,0,Low,Low,Private,Neutral,5,Yes,Postgraduate,Male,62,Good,Pass"
"4132,20,94,Medium,Medium,No,8,91,Medium,Yes,1,Low,Medium,Public,Positive,2,No,Postgraduate,Female,71,Good,Pass"
"4133,26,86,Medium,Low,No,7,95,Medium,Yes,0,Low,High,Public,Negative,5,No,High School,Male,68,Good,Pass"
"4134,28,76,Medium,High,Yes,6,75,High,Yes,3,High,Medium,Public,Positive,3,No,High School,Male,72,Good,Pass"
"4135,19,61,Medium,High,Yes,6,62,High,Yes,1,High,Medium,Public,Neutral,2,No,Postgraduate,Female,64,Good,Pass"
"4136,18,84,Low,Low,No,5,85,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,High School,Male,64,Good,Pass"
"4137,20,61,Low,High,Yes,8,78,Medium,Yes,0,Low,Medium,Private,Positive,5,No,High School,Female,63,Good,Pass"
"4138,22,60,High,Medium,Yes,8,89,Medium,Yes,2,Medium,High,Private,Neutral,4,No,College,Male,66,Good,Pass"
"4139,25,85,Medium,Medium,Yes,7,76,Medium,Yes,2,High,Medium,Public,Positive,2,No,College,Female,71,Good,Pass"
"4140,20,68,Medium,High,Yes,4,91,High,Yes,4,High,Medium,Private,Positive,4,No,College,Male,70,Good,Pass"
"4141,24,68,High,Medium,Yes,8,95,Low,Yes,3,Medium,Medium,Public,Positive,0,No,High School,Male,67,Good,Pass"
"4142,30,86,High,High,Yes,6,87,Medium,Yes,0,Low,Low,Private,Positive,4,No,College,Female,73,Good,Pass"
"4143,22,62,Low,Medium,Yes,7,87,Medium,Yes,2,High,Low,Public,Neutral,3,No,High School,Female,64,Good,Pass"
"4144,22,73,Low,Medium,No,5,79,Medium,Yes,4,Medium,Low,Public,Negative,1,No,Postgraduate,Female,65,Good,Pass"
"4145,11,66,Medium,Medium,Yes,7,74,Medium,Yes,3,Medium,High,Private,Neutral,3,No,High School,Female,62,Good,Pass"
"4146,4,83,High,Medium,No,7,99,Low,Yes,1,Low,Low,Private,Neutral,3,No,College,Female,64,Good,Pass"
"4147,22,86,Low,Medium,No,4,82,Low,Yes,1,Low,Low,Private,Positive,5,No,College,Male,67,Good,Pass"
"4148,19,89,Medium,High,No,9,92,High,Yes,5,Medium,Medium,Private,Positive,3,No,Postgraduate,Male,74,Good,Pass"
"4149,17,70,High,Medium,No,7,75,Medium,Yes,1,Low,Medium,Private,Neutral,4,Yes,College,Male,63,Good,Pass"
"4150,21,64,High,Low,Yes,7,78,Low,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Male,64,Good,Pass"
"4151,20,63,Medium,Low,No,8,83,Low,Yes,4,Medium,Medium,Public,Neutral,3,No,Postgraduate,Female,64,Good,Pass"
"4152,27,77,Low,High,No,7,86,High,Yes,1,High,High,Public,Negative,3,No,College,Male,70,Good,Pass"
"4153,21,98,Medium,Medium,Yes,8,72,Medium,Yes,3,Low,Low,Public,Positive,3,No,High School,Female,71,Good,Pass"
"4154,16,69,Medium,Medium,Yes,5,68,Medium,Yes,0,Medium,High,Public,Neutral,4,No,College,Male,63,Good,Pass"
"4156,19,64,Medium,High,Yes,4,71,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Male,65,Good,Pass"
"4157,23,84,Medium,High,No,7,61,Medium,Yes,2,Medium,High,Public,Neutral,5,No,College,Male,70,Good,Pass"
"4158,17,87,Low,Low,Yes,9,71,Medium,Yes,2,Low,Medium,Public,Neutral,3,No,College,Female,65,Good,Pass"
"4159,16,86,High,Medium,Yes,5,94,High,Yes,0,Medium,Medium,Public,Negative,2,No,High School,Male,68,Good,Pass"
"4160,21,94,Medium,High,No,6,99,Medium,Yes,1,Medium,High,Private,Neutral,2,No,High School,Male,72,Good,Pass"
"4161,20,79,Medium,High,Yes,4,79,Low,Yes,0,Medium,High,Private,Neutral,4,No,High School,Male,67,Good,Pass"
"4162,23,65,High,High,No,7,57,Low,No,1,High,Medium,Public,Neutral,4,No,High School,Male,65,Good,Pass"
"4163,18,72,Medium,Medium,No,8,71,Low,Yes,2,High,Medium,Public,Positive,4,No,Postgraduate,Male,66,Good,Pass"
"4164,9,86,High,High,No,8,80,Medium,Yes,1,Low,Medium,Public,Positive,5,No,College,Female,67,Good,Pass"
"4165,17,85,Medium,Low,No,6,69,Medium,Yes,1,Medium,Medium,Private,Neutral,3,Yes,Postgraduate,Male,65,Good,Pass"
"4166,25,81,Medium,Medium,No,4,60,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,High School,Male,68,Good,Pass"
"4167,18,87,Medium,Medium,No,5,61,High,Yes,2,Medium,Medium,Public,Positive,1,No,High School,Male,68,Good,Pass"
"4168,19,85,Medium,High,Yes,9,74,Medium,Yes,1,High,Medium,Public,Neutral,3,No,College,Female,69,Good,Pass"
"4169,26,95,Medium,Low,Yes,8,61,Medium,Yes,2,Medium,Medium,Private,Neutral,2,No,Postgraduate,Female,71,Good,Pass"
"4170,16,83,Medium,Medium,Yes,7,62,Medium,Yes,0,Low,Medium,Private,Neutral,1,Yes,Postgraduate,Male,64,Good,Pass"
"4172,19,70,Medium,Medium,No,5,89,Medium,Yes,1,Low,High,Private,Neutral,2,No,High School,Male,64,Good,Pass"
"4173,17,87,Medium,Medium,Yes,9,53,Low,Yes,3,Low,Medium,Public,Positive,3,No,Postgraduate,Female,67,Good,Pass"
"4174,14,96,Medium,High,No,6,66,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,College,Female,70,Good,Pass"
"4175,19,75,Medium,High,No,8,77,Medium,Yes,1,Low,Low,Public,Positive,4,No,High School,Female,66,Good,Pass"
"4176,23,91,High,Medium,No,5,53,Low,Yes,3,Medium,High,Private,Negative,3,No,High School,Male,70,Good,Pass"
"4177,20,89,Medium,High,Yes,7,84,Low,Yes,1,High,High,Public,Neutral,4,No,High School,Male,70,Good,Pass"
"4178,22,62,High,Medium,Yes,9,69,Low,Yes,1,High,Low,Private,Negative,3,No,College,Male,64,Good,Pass"
"4179,31,83,Low,High,Yes,6,70,Medium,Yes,3,Low,Medium,Private,Negative,3,No,College,Male,71,Good,Pass"
"4180,18,65,Medium,High,Yes,8,63,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Male,63,Good,Pass"
"4181,22,99,Medium,Medium,Yes,5,67,High,Yes,1,Medium,High,Private,Negative,3,No,College,Male,72,Good,Pass"
"4182,17,92,High,High,No,6,93,Medium,Yes,4,Medium,Low,Private,Neutral,4,No,College,Female,72,Good,Pass"
"4183,15,64,High,Low,Yes,7,89,Low,Yes,0,Low,Medium,Public,Negative,2,No,High School,Male,61,Good,Pass"
"4184,16,65,High,Low,Yes,8,97,High,Yes,2,Low,Medium,Public,Negative,4,Yes,High School,Female,63,Good,Pass"
"4185,17,84,Low,High,No,7,85,High,Yes,0,Medium,Medium,Private,Positive,2,No,College,Male,67,Good,Pass"
"4186,22,74,High,Low,Yes,8,79,Low,Yes,3,Medium,Medium,Public,Neutral,1,No,High School,Female,67,Good,Pass"
"4187,34,61,Medium,Low,No,9,63,Low,Yes,2,Medium,Medium,Public,Neutral,5,No,High School,Female,65,Good,Pass"
"4188,16,82,Low,Medium,No,6,83,Medium,Yes,0,Medium,Medium,Public,Negative,2,No,High School,Female,64,Good,Pass"
"4189,18,76,Medium,Low,No,5,95,High,Yes,2,High,High,Public,Positive,6,No,Postgraduate,Female,69,Good,Pass"
"4190,20,64,Medium,High,No,6,53,High,No,4,High,Medium,Private,Neutral,4,No,College,Female,65,Good,Pass"
"4191,22,92,High,High,No,9,72,Low,Yes,1,Low,High,Public,Neutral,4,Yes,Postgraduate,Male,71,Good,Pass"
"4192,22,97,Medium,Medium,Yes,6,57,Medium,Yes,0,Medium,High,Private,Positive,2,No,High School,Male,70,Good,Pass"
"4193,28,90,Low,Medium,Yes,9,91,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,College,Female,98,Excellent,Pass"
"4194,5,93,Medium,Medium,Yes,7,81,Medium,No,1,Low,High,Public,Neutral,2,No,College,Female,65,Good,Pass"
"4195,6,69,High,Medium,Yes,10,94,Medium,No,1,Medium,Medium,Private,Neutral,4,No,Postgraduate,Female,63,Good,Pass"
"4196,17,71,Medium,Medium,Yes,10,53,Low,Yes,0,Low,Low,Public,Positive,3,No,High School,Male,61,Good,Pass"
"4197,27,68,Medium,Low,Yes,9,95,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Male,67,Good,Pass"
"4198,11,91,Medium,Medium,No,5,53,Medium,Yes,0,Low,Medium,Private,Neutral,2,No,Postgraduate,Female,64,Good,Pass"
"4199,2,98,High,Medium,No,4,64,Medium,Yes,1,Low,High,Private,Neutral,2,No,High School,Female,65,Good,Pass"
"4200,23,89,High,High,Yes,7,58,Medium,Yes,2,Medium,High,Private,Positive,3,No,Postgraduate,Male,73,Good,Pass"
"4201,21,95,Medium,High,Yes,8,57,Low,No,1,Low,Medium,Public,Positive,3,No,High School,Male,69,Good,Pass"
"4202,13,86,Medium,High,No,8,59,Medium,Yes,3,Medium,Medium,Public,Neutral,3,No,High School,Male,67,Good,Pass"
"4203,14,76,High,Medium,No,6,74,Low,Yes,0,High,Medium,Private,Positive,2,Yes,College,Male,63,Good,Pass"
"4204,14,77,High,High,Yes,5,89,Low,Yes,0,Medium,Medium,Private,Positive,2,No,College,Male,67,Good,Pass"
"4205,21,63,Low,High,Yes,8,95,Medium,Yes,2,High,Medium,Public,Neutral,5,No,High School,Male,66,Good,Pass"
"4206,16,61,Medium,High,Yes,10,78,Medium,Yes,2,Low,High,Public,Positive,2,No,College,Female,64,Good,Pass"
"4207,23,88,High,Low,Yes,6,58,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Male,68,Good,Pass"
"4208,3,78,Medium,Medium,No,8,54,High,Yes,2,High,Medium,Public,Positive,4,No,High School,Male,61,Good,Pass"
"4209,15,82,Medium,Medium,Yes,10,75,Medium,Yes,1,High,Medium,Public,Negative,1,No,College,Female,66,Good,Pass"
"4210,13,82,Medium,Medium,Yes,7,88,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,High School,Female,65,Good,Pass"
"4211,18,71,Medium,High,Yes,7,81,Medium,Yes,0,Medium,Medium,Public,Negative,4,No,College,Female,65,Good,Pass"
"4212,17,79,Medium,Medium,No,8,79,Medium,Yes,3,Medium,High,Private,Neutral,5,Yes,Postgraduate,Male,67,Good,Pass"
"4213,25,79,High,Medium,Yes,7,52,Medium,Yes,1,Medium,Medium,Public,Negative,2,No,Postgraduate,Female,68,Good,Pass"
"4214,9,76,Medium,Medium,Yes,9,71,Medium,Yes,1,Medium,High,Public,Neutral,3,No,College,Male,63,Good,Pass"
"4215,20,93,High,Medium,No,6,78,Low,Yes,1,Low,Medium,Public,Positive,3,No,College,Female,70,Good,Pass"
"4216,23,78,High,High,No,7,80,Medium,Yes,0,Low,Medium,Private,Neutral,2,No,High School,Female,68,Good,Pass"
"4217,31,84,Medium,Medium,No,5,50,Medium,No,2,Low,High,Private,Positive,3,No,High School,Male,69,Good,Pass"
"4218,17,96,High,Medium,Yes,7,60,Low,Yes,0,Low,Medium,Private,Neutral,2,Yes,College,Male,67,Good,Pass"
"4219,22,95,Medium,Medium,No,5,97,Medium,Yes,0,Low,Low,Public,Neutral,3,No,High School,Male,69,Good,Pass"
"4220,9,96,Medium,Low,Yes,8,75,Low,Yes,1,Low,High,Private,Positive,4,Yes,High School,Female,65,Good,Pass"
"4221,6,71,Medium,High,Yes,5,85,Medium,Yes,1,Low,Medium,Public,Positive,2,No,High School,Male,61,Good,Pass"
"4222,25,61,Medium,High,Yes,8,65,Low,Yes,3,Low,Low,Public,Neutral,3,No,College,Female,65,Good,Pass"
"4223,20,70,Low,Medium,Yes,6,79,Low,Yes,4,Medium,Medium,Public,Positive,4,No,Postgraduate,Male,67,Good,Pass"
"4224,27,71,Medium,High,Yes,10,68,Medium,Yes,1,Low,Medium,Public,Negative,2,No,High School,Male,66,Good,Pass"
"4225,12,96,Medium,Medium,No,9,65,Medium,Yes,2,High,High,Private,Neutral,4,Yes,Postgraduate,Female,69,Good,Pass"
"4226,23,86,Medium,Medium,Yes,8,71,High,Yes,3,Medium,Medium,Public,Neutral,4,No,College,Female,71,Good,Pass"
"4227,31,63,High,High,No,5,73,Medium,Yes,1,High,Low,Public,Positive,2,No,High School,Female,68,Good,Pass"
"4228,23,65,High,Medium,No,6,67,High,No,3,Medium,Medium,Private,Negative,5,No,High School,Male,65,Good,Pass"
"4229,22,66,Medium,Medium,No,6,63,High,Yes,1,Low,Medium,Private,Neutral,5,No,Postgraduate,Male,64,Good,Pass"
"4230,20,85,Medium,Low,No,6,81,Low,Yes,1,High,High,Private,Positive,3,No,College,Male,68,Good,Pass"
"4231,11,89,Low,High,No,9,69,Low,Yes,1,Low,Low,Public,Neutral,3,No,High School,Male,64,Good,Pass"
"4232,28,94,Medium,High,No,7,60,Low,Yes,1,Low,Medium,Public,Positive,3,No,High School,Male,71,Good,Pass"
"4233,16,98,High,Medium,No,6,88,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Female,70,Good,Pass"
"4234,23,68,High,Medium,Yes,6,86,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,Postgraduate,Male,68,Good,Pass"
"4235,11,72,Medium,Medium,Yes,6,94,Low,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Male,63,Good,Pass"
"4236,13,70,Medium,High,Yes,8,78,Medium,Yes,0,Low,Medium,Private,Negative,3,Yes,High School,Male,61,Good,Pass"
"4237,29,74,Medium,Low,No,5,64,Medium,Yes,2,Medium,Medium,Public,Neutral,1,No,College,Male,66,Good,Pass"
"4238,18,97,Medium,High,Yes,7,93,Medium,Yes,5,High,Medium,Public,Positive,4,No,College,Female,75,Good,Pass"
"4239,29,83,High,High,Yes,8,64,Medium,Yes,2,Medium,High,Public,Neutral,1,No,High School,Male,71,Good,Pass"
"4240,20,90,Medium,Medium,Yes,4,83,High,Yes,1,Low,Low,Public,Positive,3,No,College,Male,69,Good,Pass"
"4241,9,80,High,Low,No,5,60,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,High School,Male,62,Good,Pass"
"4242,25,61,Medium,Medium,No,7,81,High,Yes,0,Medium,Medium,Public,Positive,4,No,High School,Female,65,Good,Pass"
"4243,16,63,Medium,Low,No,9,92,Medium,Yes,0,Low,Medium,Private,Positive,3,No,College,Female,61,Good,Pass"
"4244,24,82,Medium,Medium,No,9,77,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,High School,Female,69,Good,Pass"
"4245,20,89,Low,Low,Yes,6,74,Low,Yes,1,Medium,Low,Private,Positive,3,No,Postgraduate,Male,66,Good,Pass"
"4246,11,69,High,Medium,Yes,9,100,Low,Yes,1,Low,Medium,Public,Neutral,5,No,High School,Male,64,Good,Pass"
"4247,21,89,High,Medium,Yes,7,51,Low,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Female,69,Good,Pass"
"4248,33,92,High,High,Yes,7,67,Low,Yes,6,High,Medium,Public,Positive,5,No,High School,Female,78,Good,Pass"
"4249,23,76,Low,High,Yes,7,96,Low,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Female,68,Good,Pass"
"4251,26,76,Low,Medium,Yes,6,77,Medium,Yes,1,Medium,Medium,Private,Neutral,5,No,High School,Male,68,Good,Pass"
"4252,21,87,Low,Low,Yes,6,82,Medium,Yes,0,Medium,High,Public,Neutral,5,No,Postgraduate,Female,68,Good,Pass"
"4253,21,91,Medium,Medium,No,5,66,Low,Yes,1,High,Medium,Public,Positive,3,No,College,Female,69,Good,Pass"
"4254,13,100,Medium,Low,Yes,8,54,Medium,Yes,0,Medium,High,Public,Positive,3,No,College,Female,68,Good,Pass"
"4255,21,74,High,Low,Yes,8,64,Medium,Yes,3,Low,Low,Public,Neutral,1,No,College,Male,80,Good,Pass"
"4256,26,76,Medium,Medium,Yes,8,67,High,Yes,1,Low,Medium,Public,Negative,3,No,High School,Male,67,Good,Pass"
"4257,15,67,Low,Medium,Yes,5,74,Medium,Yes,1,High,High,Public,Positive,2,No,Postgraduate,Male,64,Good,Pass"
"4258,29,68,Medium,Low,No,6,70,Low,Yes,0,Medium,Medium,Public,Negative,2,No,Postgraduate,Male,64,Good,Pass"
"4259,19,88,Medium,Medium,Yes,9,76,Low,Yes,1,Medium,High,Public,Positive,3,No,High School,Male,68,Good,Pass"
"4260,15,97,Low,Medium,No,7,60,Low,Yes,4,Medium,Medium,Public,Negative,3,No,High School,Female,67,Good,Pass"
"4261,26,76,Medium,Medium,No,7,59,Low,Yes,0,Medium,Medium,Public,Neutral,1,Yes,Postgraduate,Male,65,Good,Pass"
"4262,18,67,High,High,Yes,7,68,Medium,Yes,0,Medium,Medium,Public,Positive,4,No,High School,Male,66,Good,Pass"
"4263,25,71,Medium,Low,Yes,8,74,Low,Yes,4,Medium,Medium,Public,Positive,4,Yes,Postgraduate,Male,67,Good,Pass"
"4264,18,78,High,Medium,No,7,67,Low,No,0,High,Medium,Public,Negative,3,No,College,Male,64,Good,Pass"
"4265,20,72,Medium,Low,Yes,6,79,Medium,Yes,1,Low,Medium,Private,Positive,4,No,Postgraduate,Female,66,Good,Pass"
"4266,23,69,Medium,Low,Yes,8,66,Low,No,1,Medium,Medium,Public,Positive,3,No,College,Male,63,Good,Pass"
"4267,22,89,Medium,High,No,5,59,High,Yes,5,Medium,Medium,Private,Positive,4,Yes,High School,Male,71,Good,Pass"
"4268,8,60,High,Medium,Yes,9,93,High,Yes,0,Low,High,Public,Neutral,3,No,Postgraduate,Female,62,Good,Pass"
"4269,13,82,Medium,High,No,6,60,Medium,Yes,1,Low,Low,Public,Positive,4,No,College,Female,64,Good,Pass"
"4270,26,92,Low,Medium,Yes,8,98,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,Postgraduate,Male,72,Good,Pass"
"4271,19,71,High,Medium,Yes,7,99,Low,Yes,0,Low,High,Public,Negative,4,No,High School,Female,65,Good,Pass"
"4272,17,84,Low,High,No,6,85,Medium,Yes,1,Medium,Low,Public,Positive,2,No,College,Female,67,Good,Pass"
"4273,12,87,High,High,Yes,9,75,Medium,No,1,Low,Medium,Private,Neutral,3,Yes,College,Female,65,Good,Pass"
"4274,14,86,Low,Low,Yes,8,90,Low,Yes,0,Low,Medium,Private,Neutral,1,No,High School,Male,63,Good,Pass"
"4275,8,78,High,High,No,7,94,Low,Yes,1,High,High,Public,Neutral,3,Yes,High School,Female,65,Good,Pass"
"4276,19,74,Medium,Medium,Yes,10,85,Medium,Yes,1,Low,Medium,Public,Positive,5,No,Postgraduate,Male,67,Good,Pass"
"4277,16,93,Medium,Medium,Yes,8,55,Low,Yes,0,High,Medium,Public,Neutral,4,No,High School,Male,67,Good,Pass"
"4278,14,90,Low,Medium,Yes,6,50,Medium,Yes,0,Medium,High,Private,Positive,3,No,College,Male,65,Good,Pass"
"4279,20,73,Medium,High,Yes,4,60,Medium,Yes,1,Low,Medium,Private,Positive,3,Yes,High School,Male,64,Good,Pass"
"4280,22,64,High,Low,No,7,59,High,Yes,0,Medium,High,Private,Positive,5,Yes,High School,Female,64,Good,Pass"
"4281,33,63,High,High,Yes,9,59,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Male,69,Good,Pass"
"4282,11,64,Medium,Medium,No,8,75,Low,Yes,1,High,Medium,Private,Positive,3,No,High School,Male,60,Average,Pass"
"4283,27,83,Medium,Medium,Yes,9,76,Medium,Yes,1,Low,High,Public,Positive,4,No,High School,Male,70,Good,Pass"
"4284,26,62,Low,High,No,6,86,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Male,66,Good,Pass"
"4285,15,73,Medium,Medium,Yes,7,60,High,Yes,3,Medium,Medium,Public,Neutral,4,No,College,Female,66,Good,Pass"
"4286,21,90,Medium,Low,No,7,55,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,College,Female,68,Good,Pass"
"4288,21,91,Medium,High,Yes,8,74,Low,Yes,0,Medium,Medium,Public,Negative,2,No,Postgraduate,Female,70,Good,Pass"
"4289,29,90,Medium,Medium,Yes,9,83,Medium,Yes,0,Medium,High,Private,Positive,3,No,High School,Female,72,Good,Pass"
"4290,24,70,Low,Low,Yes,10,69,High,Yes,1,High,Medium,Public,Negative,2,No,High School,Female,64,Good,Pass"
"4291,23,89,Low,Medium,No,9,88,High,Yes,1,High,Medium,Public,Neutral,5,No,Postgraduate,Male,71,Good,Pass"
"4292,17,90,Medium,High,No,8,84,Medium,Yes,1,Low,Low,Public,Negative,4,No,High School,Female,67,Good,Pass"
"4293,11,76,Low,Medium,No,6,83,High,Yes,3,Medium,Medium,Public,Positive,1,No,High School,Female,64,Good,Pass"
"4294,19,68,High,High,No,7,51,Medium,No,1,High,Medium,Public,Positive,1,No,High School,Female,64,Good,Pass"
"4295,27,81,Medium,High,Yes,8,93,Medium,Yes,0,High,High,Public,Neutral,3,No,College,Female,72,Good,Pass"
"4296,11,97,Low,Low,Yes,7,69,Medium,Yes,3,Low,Medium,Public,Positive,2,No,High School,Female,66,Good,Pass"
"4297,14,86,High,Medium,No,6,57,Medium,Yes,3,High,High,Private,Neutral,2,No,College,Female,68,Good,Pass"
"4298,21,67,Medium,Medium,Yes,6,88,Medium,Yes,1,Low,Medium,Private,Positive,5,No,Postgraduate,Female,95,Excellent,Pass"
"4299,14,87,Medium,Low,Yes,8,74,Medium,Yes,0,Medium,High,Public,Neutral,3,Yes,College,Male,64,Good,Pass"
"4300,15,77,Medium,Medium,Yes,7,52,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Male,64,Good,Pass"
"4301,17,84,Low,High,Yes,7,89,Medium,Yes,2,High,Medium,Public,Positive,2,No,High School,Male,68,Good,Pass"
"4302,12,89,Medium,Low,Yes,7,72,Medium,Yes,1,High,High,Public,Neutral,5,No,College,Male,67,Good,Pass"
"4303,14,81,Medium,Medium,No,6,88,Medium,Yes,1,High,Medium,Public,Positive,3,No,Postgraduate,Female,67,Good,Pass"
"4304,24,93,High,Medium,Yes,7,88,Low,Yes,1,Medium,High,Public,Negative,3,No,High School,Female,71,Good,Pass"
"4305,12,89,Medium,Low,Yes,6,55,Low,Yes,1,Low,High,Public,Negative,3,No,High School,Female,63,Good,Pass"
"4306,10,85,Medium,Medium,Yes,6,81,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,High School,Female,66,Good,Pass"
"4307,16,66,High,High,No,5,68,High,No,2,Low,Medium,Public,Positive,5,No,Postgraduate,Male,65,Good,Pass"
"4308,24,93,Medium,Low,Yes,7,77,Medium,Yes,0,Low,Medium,Private,Negative,3,No,High School,Female,68,Good,Pass"
"4309,19,97,Medium,Low,Yes,8,54,Medium,Yes,0,High,Medium,Public,Neutral,2,No,High School,Male,68,Good,Pass"
"4310,17,65,Medium,High,No,9,79,Medium,Yes,0,Medium,Medium,Public,Positive,2,Yes,High School,Male,62,Good,Pass"
"4311,20,80,Low,Medium,Yes,5,89,Medium,Yes,0,High,High,Public,Neutral,3,No,Postgraduate,Male,67,Good,Pass"
"4312,10,70,High,High,Yes,9,99,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Female,65,Good,Pass"
"4313,23,90,High,Medium,Yes,7,66,Low,Yes,2,High,High,Public,Neutral,3,No,High School,Female,71,Good,Pass"
"4314,22,89,Medium,High,Yes,5,58,Medium,Yes,4,High,High,Public,Neutral,2,Yes,College,Female,71,Good,Pass"
"4315,18,66,High,Medium,Yes,6,68,Low,No,1,Medium,High,Public,Positive,3,Yes,High School,Male,61,Good,Pass"
"4316,26,95,Medium,Medium,No,4,51,Medium,Yes,1,Low,Medium,Public,Positive,2,No,High School,Male,70,Good,Pass"
"4317,13,67,Medium,Low,Yes,5,70,Medium,Yes,0,Low,High,Private,Negative,2,No,High School,Male,60,Average,Pass"
"4318,27,92,Low,Medium,No,10,96,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,Postgraduate,Male,70,Good,Pass"
"4319,21,78,Medium,High,No,6,60,High,Yes,1,Low,High,Private,Neutral,2,No,College,Female,67,Good,Pass"
"4320,18,73,Medium,Medium,Yes,8,74,Low,No,3,Medium,High,Private,Neutral,2,No,Postgraduate,Male,66,Good,Pass"
"4321,20,66,Low,Low,Yes,7,79,Medium,Yes,2,Medium,Medium,Private,Positive,2,No,High School,Female,63,Good,Pass"
"4322,19,67,Medium,Medium,No,7,59,Low,Yes,3,Low,High,Private,Positive,3,No,Postgraduate,Female,65,Good,Pass"
"4323,27,86,High,Medium,Yes,8,67,High,Yes,5,High,High,Public,Positive,2,Yes,Postgraduate,Female,75,Good,Pass"
"4324,14,82,High,Medium,No,4,96,Low,Yes,2,High,Medium,Private,Negative,4,Yes,High School,Male,66,Good,Pass"
"4325,15,65,Medium,Medium,No,9,65,Medium,Yes,1,Low,Medium,Public,Neutral,2,No,College,Female,61,Good,Pass"
"4326,26,65,Medium,Medium,Yes,7,82,Low,Yes,1,Low,Medium,Public,Positive,1,No,Postgraduate,Male,65,Good,Pass"
"4327,16,63,Low,Medium,Yes,6,57,Medium,Yes,2,Low,Low,Public,Neutral,3,No,Postgraduate,Male,61,Good,Pass"
"4328,25,90,High,High,Yes,8,83,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,College,Male,73,Good,Pass"
"4329,30,88,High,Medium,Yes,6,64,Medium,Yes,1,High,Medium,Public,Neutral,2,No,College,Female,73,Good,Pass"
"4330,18,62,Medium,Medium,Yes,7,62,Medium,Yes,1,Medium,Medium,Public,Positive,5,No,College,Male,63,Good,Pass"
"4331,24,82,Low,Medium,No,7,56,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Male,67,Good,Pass"
"4332,13,63,Medium,High,Yes,8,52,Medium,Yes,2,Low,Medium,Public,Positive,4,No,High School,Male,62,Good,Pass"
"4333,25,96,Low,Low,No,7,98,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,College,Male,71,Good,Pass"
"4334,21,96,Medium,Medium,Yes,5,71,Medium,Yes,2,Low,High,Public,Negative,4,No,High School,Male,70,Good,Pass"
"4335,23,88,Medium,Medium,No,8,89,Medium,Yes,0,Medium,High,Private,Positive,5,No,High School,Female,70,Good,Pass"
"4336,16,97,Medium,Medium,No,7,96,Low,No,4,Low,High,Private,Neutral,2,No,High School,Female,69,Good,Pass"
"4337,10,92,Medium,Medium,No,4,60,High,Yes,3,Low,Low,Public,Positive,2,No,College,Female,66,Good,Pass"
