"Id,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender"
"3082,High,Medium,Yes,7,Low,Yes,Low,Medium,Public,Negative,3,No,Postgraduate,Male"
"3083,High,High,Yes,6,Medium,Yes,Low,High,Public,Positive,2,No,Postgraduate,Female"
"3084,Low,Medium,Yes,6,Low,No,Medium,Low,Private,Neutral,4,No,College,Male"
"3085,Low,Medium,Yes,5,High,Yes,Low,Low,Public,Positive,5,No,High School,Male"
"3086,Low,Medium,No,8,Medium,Yes,Medium,Low,Public,Negative,2,Yes,College,Female"
"3087,Low,Low,No,7,Low,Yes,High,Medium,Public,Neutral,3,No,Postgraduate,Female"
"3088,Medium,Medium,Yes,7,Medium,Yes,Medium,High,Public,Positive,2,No,High School,Female"
"3089,Medium,High,Yes,10,Medium,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"3090,Low,Low,Yes,6,Low,Yes,High,Medium,Public,Negative,3,No,Postgraduate,Male"
"3091,High,High,Yes,7,High,Yes,Low,Medium,Private,Positive,3,No,College,Male"
"3092,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,2,No,College,Male"
"3093,High,Medium,No,9,Low,Yes,Medium,Medium,Private,Neutral,3,No,College,Male"
"3094,Medium,Low,No,7,Medium,Yes,Low,Low,Public,Negative,4,No,High School,Female"
"3095,Medium,Medium,Yes,7,Low,Yes,High,Low,Private,Positive,2,No,Postgraduate,Male"
"3096,Medium,Medium,Yes,10,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"3097,Medium,Medium,No,6,Medium,Yes,Low,High,Public,Positive,4,No,Postgraduate,Male"
"3098,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,4,No,College,Male"
"3099,Medium,Medium,No,8,Medium,Yes,Low,Medium,Private,Neutral,3,No,High School,Male"
"3100,High,High,Yes,6,Low,Yes,Low,Medium,Public,Neutral,1,No,High School,Male"
"3101,High,Low,Yes,8,Medium,Yes,Low,High,Public,Neutral,3,No,College,Female"
"3102,Medium,Medium,No,6,Low,Yes,Low,High,Public,Neutral,5,No,High School,Male"
"3103,Medium,Low,Yes,9,Medium,Yes,Medium,High,Public,Neutral,1,No,High School,Male"
"3104,High,Medium,Yes,8,Low,Yes,Medium,High,Public,Neutral,2,No,High School,Male"
"3105,High,High,No,7,Low,Yes,Medium,Medium,Public,Positive,3,No,Postgraduate,Male"
"3106,Medium,Low,No,5,Medium,Yes,Medium,Medium,Public,Neutral,2,No,College,Male"
"3107,High,High,Yes,6,High,Yes,Low,Medium,Private,Negative,2,No,High School,Male"
"3108,Low,High,Yes,7,Medium,Yes,Low,Medium,Public,Negative,2,No,College,Male"
"3109,Low,Medium,Yes,8,Low,Yes,Low,Low,Public,Neutral,2,No,Postgraduate,Female"
"3110,Low,Low,No,7,Medium,Yes,Low,Medium,Public,Positive,2,No,Postgraduate,Male"
"3111,Low,High,Yes,8,Medium,Yes,High,High,Private,Positive,4,No,High School,Male"
"3112,Medium,High,No,8,Medium,Yes,Medium,Low,Public,Negative,6,No,Postgraduate,Male"
"3113,Low,Low,No,8,Medium,No,High,High,Public,Positive,4,No,High School,Male"
"3114,High,High,Yes,7,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Male"
"3115,Medium,High,Yes,7,Medium,Yes,Medium,Medium,Public,Negative,4,No,College,Male"
"3116,Medium,Medium,Yes,7,Low,Yes,Low,High,Public,Neutral,3,No,High School,Male"
"3117,Low,High,Yes,6,High,Yes,Medium,High,Public,Neutral,4,No,College,Male"
"3118,Medium,Medium,No,9,Medium,Yes,Medium,Medium,Private,Neutral,3,No,High School,Male"
"3119,Low,Medium,No,8,Medium,Yes,Medium,Medium,Private,Positive,1,No,High School,Male"
"3120,High,Medium,Yes,9,Low,Yes,Medium,Medium,Public,Negative,4,No,College,Male"
"3121,High,Low,No,6,Medium,Yes,Medium,Medium,Private,Negative,3,No,High School,Female"
"3122,Medium,High,Yes,8,Low,Yes,Medium,Medium,Public,Negative,3,No,Postgraduate,Female"
"3123,Low,Low,Yes,9,Medium,Yes,Low,Medium,Private,Neutral,2,No,Postgraduate,Female"
"3124,High,Medium,Yes,9,Medium,Yes,Low,Medium,Public,Positive,4,Yes,Postgraduate,Female"
"3125,Medium,High,Yes,5,Low,Yes,Low,Medium,Public,Neutral,2,No,College,Female"
"3126,Medium,Medium,Yes,7,High,Yes,Medium,Medium,Private,Neutral,2,No,High School,Female"
"3127,Medium,Medium,No,7,Low,Yes,Low,Medium,Public,Positive,4,No,High School,Female"
"3128,High,Medium,Yes,9,Medium,Yes,Low,Medium,Public,Positive,2,No,College,Male"
"3129,Medium,Medium,No,4,Low,Yes,High,Low,Public,Negative,4,No,High School,Male"
"3130,High,High,Yes,5,Medium,Yes,High,Low,Public,Negative,5,No,High School,Female"
"3131,Low,Medium,No,9,Low,Yes,Low,High,Public,Positive,4,No,High School,Female"
"3132,Low,Medium,No,6,Medium,Yes,Low,Low,Private,Negative,2,No,Postgraduate,Male"
"3133,Medium,Medium,Yes,5,Low,Yes,Medium,Medium,Private,Positive,3,No,High School,Female"
"3134,Low,Low,Yes,9,High,No,Medium,High,Public,Negative,3,No,High School,Male"
"3135,Medium,Low,Yes,5,Medium,Yes,High,High,Public,Neutral,2,No,College,Male"
"3136,Low,Low,No,9,Low,Yes,Medium,Medium,Private,Neutral,3,No,High School,Male"
"3137,Medium,Medium,No,5,Medium,Yes,High,Medium,Public,Negative,1,No,High School,Male"
"3138,Medium,Medium,No,5,Medium,Yes,Medium,High,Public,Neutral,3,No,College,Male"
"3139,High,Low,No,7,High,Yes,Medium,High,Public,Negative,3,No,High School,Female"
"3140,High,Low,Yes,6,Medium,Yes,Medium,High,Public,Positive,3,No,Postgraduate,Female"
"3141,High,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Positive,4,No,College,Female"
"3142,High,High,Yes,10,Medium,Yes,Low,Medium,Private,Positive,2,Yes,High School,Male"
"3143,Medium,Medium,Yes,7,High,Yes,Medium,High,Private,Negative,3,No,College,Female"
"3144,Medium,Low,No,9,Medium,Yes,High,Medium,Public,Neutral,3,No,High School,Male"
"3145,High,High,No,7,Medium,Yes,Medium,Medium,Private,Negative,6,No,High School,Male"
"3146,Medium,High,No,8,Medium,Yes,Low,High,Public,Neutral,0,No,College,Female"
"3147,Medium,Medium,Yes,4,High,Yes,High,High,Public,Positive,2,No,High School,Male"
"3148,High,Medium,Yes,8,High,Yes,Medium,High,Private,Positive,4,No,Postgraduate,Male"
"3149,Medium,Medium,No,8,High,Yes,Medium,Medium,Public,Neutral,1,Yes,College,Male"
"3150,High,High,Yes,6,Medium,Yes,Low,Medium,Public,Negative,4,No,High School,Female"
"3151,Medium,Medium,Yes,10,Low,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"3152,Medium,High,Yes,6,Low,Yes,Medium,High,Private,Neutral,3,No,High School,Female"
"3153,High,Low,Yes,5,High,Yes,Medium,Medium,Public,Neutral,1,No,Postgraduate,Female"
"3154,Medium,Medium,No,8,High,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"3155,High,High,Yes,5,Medium,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Female"
"3156,High,High,No,7,Low,Yes,Low,High,Private,Neutral,1,No,High School,Male"
"3157,Medium,High,No,9,Medium,Yes,High,High,Public,Positive,3,No,Postgraduate,Male"
"3158,Low,High,Yes,8,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"3159,Medium,High,No,7,Low,Yes,Medium,High,Public,Neutral,3,No,High School,Male"
"3160,Medium,Medium,Yes,6,Medium,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"3161,High,Medium,Yes,9,Medium,Yes,High,High,Public,Positive,3,No,Postgraduate,Male"
"3162,Low,Medium,No,5,Low,Yes,Low,Medium,Public,Positive,3,No,Postgraduate,Male"
"3163,Low,Medium,Yes,8,High,No,High,Medium,Public,Neutral,3,No,High School,Female"
"3164,Low,Medium,Yes,10,Low,Yes,Medium,High,Private,Neutral,0,No,Postgraduate,Female"
"3165,Medium,Medium,Yes,8,High,Yes,Low,Low,Public,Neutral,3,No,Postgraduate,Female"
"3166,High,Low,Yes,7,Medium,Yes,Low,Medium,Public,Negative,1,No,College,Female"
"3167,Low,Low,Yes,7,Low,Yes,Medium,High,Private,Neutral,2,No,High School,Female"
"3168,Medium,High,Yes,6,High,Yes,Medium,High,Public,Positive,3,No,Postgraduate,Female"
"3169,Medium,Low,Yes,6,Medium,Yes,Medium,High,Private,Neutral,2,No,Postgraduate,Male"
"3170,High,Low,No,7,High,Yes,High,Medium,Private,Neutral,4,No,High School,Female"
"3171,High,Medium,Yes,8,Medium,Yes,Medium,Medium,Public,Neutral,2,No,Postgraduate,Male"
"3172,High,Medium,Yes,9,Medium,Yes,Medium,Low,Private,Positive,3,No,High School,Male"
"3173,Low,Medium,Yes,4,High,Yes,Low,Medium,Public,Negative,3,No,High School,Male"
"3174,Medium,Low,No,4,Low,Yes,Low,Medium,Public,Neutral,4,Yes,College,Female"
"3175,High,Low,Yes,9,Low,Yes,Medium,Medium,Public,Neutral,4,No,High School,Female"
"3176,High,High,No,7,Low,Yes,Low,Low,Public,Neutral,4,No,High School,Male"
"3177,Medium,High,No,7,High,Yes,Low,Medium,Public,Positive,1,No,College,Male"
"3178,High,Low,Yes,8,Medium,Yes,High,High,Public,Negative,4,No,College,Female"
"3179,High,Medium,Yes,7,Low,Yes,Low,High,Private,Positive,4,No,College,Female"
"3180,Medium,Medium,Yes,10,Low,Yes,Low,Medium,Public,Positive,5,No,High School,Male"
"3181,Low,High,No,8,Medium,No,Medium,Medium,Public,Positive,3,No,College,Male"
"3182,Medium,Medium,Yes,6,High,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Female"
"3183,High,Medium,No,6,High,Yes,Medium,Low,Public,Positive,4,No,Postgraduate,Male"
"3184,Medium,Medium,No,7,High,Yes,High,High,Public,Positive,5,No,College,Female"
"3185,High,Medium,No,6,Medium,Yes,Low,Medium,Private,Positive,3,No,Postgraduate,Male"
"3186,Medium,Medium,No,10,Low,Yes,Low,High,Public,Positive,3,No,High School,Male"
"3187,Low,Medium,No,7,Medium,No,Medium,Medium,Private,Positive,3,No,High School,Male"
"3188,Low,High,Yes,5,Medium,Yes,High,Medium,Public,Positive,2,No,,Male"
"3189,High,Medium,Yes,8,Medium,Yes,Medium,High,Private,Positive,4,No,College,Male"
"3190,Medium,Medium,Yes,9,Medium,No,Low,Medium,Private,Positive,3,No,College,Male"
"3191,Low,High,Yes,9,Medium,Yes,Medium,Medium,Public,Negative,3,No,High School,Female"
"3192,High,High,No,6,Low,No,Low,Medium,Public,Neutral,3,No,High School,Male"
"3193,Medium,Medium,Yes,5,High,Yes,Medium,High,Public,Negative,5,Yes,High School,Female"
"3194,High,Medium,No,9,Medium,Yes,Medium,Low,Public,Positive,3,No,College,Male"
"3195,Medium,Medium,No,5,Medium,Yes,Medium,Low,Public,Neutral,4,No,Postgraduate,Female"
"3196,Low,Low,No,8,Low,No,Low,High,Public,Neutral,1,No,College,Male"
"3197,Medium,Medium,Yes,6,Medium,Yes,High,Medium,Public,Positive,4,No,High School,Male"
"3198,High,High,Yes,9,High,Yes,High,Medium,Public,Neutral,4,No,College,Male"
"3199,Low,Medium,Yes,5,Low,Yes,High,High,Private,Positive,4,No,High School,Male"
"3200,High,Low,No,6,Low,Yes,Medium,High,Private,Neutral,2,No,High School,Female"
"3201,Medium,Low,Yes,8,Low,Yes,Low,High,Public,Positive,4,No,College,Female"
"3202,Medium,Medium,Yes,8,Medium,Yes,Low,High,Public,Neutral,4,No,High School,Female"
"3203,Medium,Medium,Yes,9,Medium,Yes,Medium,High,Public,Neutral,3,No,Postgraduate,Male"
"3204,High,Medium,Yes,8,Low,Yes,Medium,Medium,Public,Negative,2,No,High School,Female"
"3205,Medium,Medium,Yes,8,Medium,Yes,Medium,Medium,Private,Positive,4,No,College,Female"
"3206,Medium,Low,No,9,High,Yes,Low,Medium,Private,Neutral,2,No,High School,Female"
"3207,High,Medium,No,5,Low,No,Medium,High,Public,Positive,3,No,High School,Female"
"3208,Low,Medium,No,6,Medium,Yes,Low,High,Public,Negative,4,No,College,Male"
"3209,Low,Medium,Yes,5,Medium,Yes,High,Medium,Private,Neutral,2,No,High School,Male"
"3210,Low,Medium,Yes,4,Medium,Yes,Low,High,Public,Negative,3,No,Postgraduate,Male"
"3211,Medium,Medium,No,8,Medium,Yes,Medium,Medium,Public,Positive,2,No,Postgraduate,Female"
"3212,Medium,High,No,9,Low,Yes,Low,Medium,Private,Neutral,3,No,High School,Male"
"3213,High,High,Yes,8,High,No,Low,High,Public,Neutral,3,No,High School,Female"
"3214,Medium,High,No,8,Low,Yes,Medium,Low,Private,Neutral,3,No,College,Male"
"3215,Medium,Low,No,7,Medium,Yes,Medium,High,Public,Negative,4,No,High School,Male"
"3216,High,Medium,Yes,7,Medium,Yes,Low,High,Public,Positive,3,No,High School,Male"
"3217,Medium,Medium,Yes,10,High,Yes,Medium,High,Public,Neutral,3,No,College,Male"
"3218,High,High,Yes,9,Medium,Yes,Low,Low,Private,Positive,3,No,High School,Female"
"3219,Medium,High,No,6,High,Yes,High,High,Public,Neutral,3,No,High School,Male"
"3220,Low,High,Yes,9,High,Yes,High,High,Public,Negative,5,No,College,Female"
"3221,Medium,Low,No,9,Medium,Yes,Low,High,Public,Neutral,3,No,High School,Male"
"3222,Low,High,No,8,High,Yes,Low,Low,Public,Negative,2,No,Postgraduate,Male"
"3223,Low,High,Yes,8,Medium,Yes,High,Medium,Public,Neutral,3,No,High School,Female"
"3224,Medium,Low,Yes,8,Low,Yes,Low,High,Public,Negative,2,No,High School,Male"
"3225,Medium,Medium,Yes,5,Low,Yes,Low,High,Public,Neutral,2,No,,Female"
"3226,Low,Medium,No,5,High,Yes,High,High,Public,Neutral,3,No,High School,Female"
"3227,Medium,Medium,No,8,Medium,Yes,High,Medium,Public,Neutral,3,No,,Female"
"3228,Medium,Medium,No,5,Medium,Yes,Low,Low,Public,Neutral,2,No,College,Male"
"3229,Medium,High,Yes,5,High,Yes,Low,High,Public,Negative,5,No,College,Male"
"3230,Low,High,Yes,4,High,Yes,High,Medium,Public,Neutral,2,No,High School,Female"
"3231,Medium,High,No,6,Low,Yes,Low,Medium,Private,Positive,3,No,High School,Female"
"3232,High,Medium,Yes,8,Medium,Yes,Medium,Medium,Private,Neutral,1,Yes,High School,Female"
"3233,Medium,Medium,Yes,8,High,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"3234,Medium,Medium,Yes,8,High,Yes,High,High,Public,Positive,4,No,High School,Male"
"3235,Low,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"3236,Medium,Low,Yes,7,Low,Yes,Medium,Medium,Private,Positive,3,No,College,Female"
"3237,High,High,Yes,8,Medium,Yes,High,High,Private,Neutral,4,Yes,High School,Male"
"3238,Medium,Medium,No,8,Medium,Yes,Medium,Medium,Private,Neutral,4,No,High School,Male"
"3239,Low,Low,Yes,6,Low,Yes,Low,High,Public,Positive,3,No,High School,Female"
"3240,Low,Low,No,7,Medium,Yes,Medium,High,Public,Neutral,4,No,Postgraduate,Male"
"3241,High,High,Yes,4,Medium,Yes,Medium,Medium,Public,Positive,2,Yes,High School,Male"
"3242,High,Medium,Yes,7,Medium,Yes,Medium,High,Private,Positive,4,No,High School,Male"
"3243,Medium,Medium,Yes,6,Medium,Yes,Low,Medium,Public,Positive,3,No,Postgraduate,Male"
"3244,Medium,High,No,9,Low,Yes,Low,Medium,Private,Neutral,3,Yes,High School,Female"
"3245,High,Medium,No,6,Medium,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"3246,Low,Low,Yes,7,Medium,Yes,Medium,High,Private,Negative,4,No,Postgraduate,Male"
"3247,Medium,Medium,Yes,6,Low,Yes,Low,High,Public,Neutral,3,No,High School,Male"
"3248,High,Low,Yes,6,Low,Yes,High,High,Private,Neutral,2,No,High School,Male"
"3249,Medium,Low,No,8,Medium,Yes,Low,Low,Public,Neutral,2,No,High School,Female"
"3250,Low,High,No,6,Low,No,Medium,Medium,Public,Negative,4,Yes,Postgraduate,Male"
"3251,Medium,Medium,No,10,Low,Yes,Low,Medium,Public,Neutral,3,No,,Male"
"3252,High,Medium,Yes,4,High,Yes,High,Low,Private,Positive,2,No,College,Male"
"3253,Medium,Medium,Yes,8,Low,Yes,High,High,Private,Positive,3,No,High School,Male"
"3254,High,Medium,No,7,Medium,Yes,Low,Medium,Public,Neutral,5,Yes,College,Male"
"3255,Medium,Medium,No,7,Low,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"3256,High,Low,Yes,7,High,Yes,Low,Low,Public,Neutral,3,No,High School,Female"
"3257,High,Medium,Yes,8,Medium,Yes,High,Medium,Public,Negative,3,No,College,Male"
"3258,Medium,Medium,No,7,Low,Yes,Low,Medium,Public,Neutral,2,No,College,Female"
"3259,Medium,Medium,Yes,9,Medium,Yes,Medium,Medium,Public,Neutral,2,No,High School,Male"
"3260,Medium,Medium,Yes,7,Medium,Yes,High,Medium,Public,Neutral,3,No,College,Male"
"3261,Medium,Low,Yes,5,High,No,Low,High,Public,Positive,3,No,High School,Male"
"3262,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,4,No,High School,Female"
"3263,High,High,Yes,9,Low,No,High,High,Private,Negative,3,No,College,Male"
"3264,Low,Medium,No,6,Medium,Yes,Medium,Low,Private,Negative,2,No,High School,Male"
"3265,Medium,High,Yes,5,Medium,Yes,Low,Medium,Public,Positive,4,No,High School,Male"
"3266,Medium,Medium,Yes,8,Medium,No,Medium,Medium,Public,Positive,1,No,High School,Male"
"3267,Medium,High,No,8,Medium,Yes,Low,Medium,Public,Positive,2,No,High School,Female"
"3268,Medium,Medium,No,6,Medium,Yes,Medium,Medium,Public,Neutral,2,No,College,Male"
"3269,High,High,No,7,Low,Yes,Medium,Medium,Public,Positive,2,No,College,Female"
"3270,Medium,Medium,No,7,Medium,Yes,High,Medium,Private,Neutral,2,No,College,Female"
"3271,High,High,No,7,Medium,Yes,Low,Medium,Public,Neutral,1,Yes,High School,Male"
"3272,High,High,No,8,High,Yes,Medium,High,Public,Negative,3,No,College,Male"
"3273,High,Medium,No,6,Low,Yes,Medium,High,Public,Neutral,1,No,High School,Female"
"3274,Medium,High,No,8,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"3275,Low,Medium,No,6,Low,Yes,Low,High,Public,Positive,3,Yes,High School,Male"
"3276,Medium,Medium,No,9,Low,Yes,Medium,Medium,Private,Neutral,3,No,High School,Female"
"3277,Medium,Medium,No,10,Medium,Yes,High,Low,Private,Neutral,4,No,High School,Female"
"3278,High,Low,No,6,Medium,Yes,Low,High,Public,Positive,2,No,High School,Female"
"3279,Medium,Medium,No,5,Medium,Yes,Low,Medium,Public,Neutral,4,No,,Female"
"3280,Medium,High,Yes,8,Medium,Yes,Medium,High,Private,Positive,0,No,High School,Male"
"3281,Medium,High,No,7,Medium,Yes,Medium,Medium,Public,Neutral,5,No,Postgraduate,Male"
"3282,Medium,High,Yes,8,Low,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"3283,Low,Medium,Yes,6,Medium,Yes,Low,High,Private,Negative,4,No,Postgraduate,Female"
"3284,Low,Medium,No,7,Medium,Yes,Low,Medium,Public,Positive,2,No,High School,Female"
"3285,High,Low,Yes,6,Medium,Yes,High,Low,Public,Neutral,3,No,High School,Male"
"3286,Medium,Medium,Yes,7,Medium,Yes,Low,Low,Public,Positive,2,No,College,Male"
"3287,Low,Low,Yes,5,Low,Yes,Medium,Medium,Private,Negative,4,No,College,Male"
"3288,Medium,Medium,Yes,7,High,Yes,Medium,Medium,Public,Negative,3,Yes,High School,Female"
"3289,Medium,High,Yes,5,High,No,Low,Medium,Public,Positive,3,No,College,Male"
"3290,Medium,Medium,Yes,6,Medium,Yes,Low,Medium,Public,Positive,4,No,High School,Male"
"3291,High,Low,No,7,Medium,No,Low,Medium,Public,Neutral,1,No,High School,Female"
"3292,Medium,Medium,Yes,8,Medium,No,Low,High,Public,Negative,2,No,College,Female"
"3293,Low,Medium,No,8,Low,Yes,Low,Medium,Private,Neutral,2,No,College,Male"
"3294,High,Medium,No,8,Medium,No,Low,Medium,Public,Negative,4,No,College,Female"
"3295,High,Medium,Yes,5,High,Yes,High,Medium,Public,Negative,3,No,High School,Male"
"3296,Medium,Medium,No,9,Medium,Yes,Medium,Medium,Public,Neutral,4,No,High School,Male"
"3297,Medium,High,Yes,6,Medium,Yes,Low,High,Public,Positive,4,No,High School,Male"
"3298,High,Medium,No,6,High,Yes,Medium,Medium,Public,Negative,4,No,College,Female"
"3299,Medium,High,Yes,7,High,Yes,High,High,Public,Neutral,3,No,College,Female"
"3300,Medium,Medium,No,6,Medium,Yes,High,High,Private,Neutral,3,No,High School,Male"
"3301,Medium,Medium,Yes,8,Low,Yes,Medium,High,Public,Neutral,4,No,High School,Female"
"3302,Medium,High,Yes,8,Low,Yes,High,Medium,Public,Negative,2,Yes,High School,Male"
"3303,Medium,Medium,Yes,6,High,Yes,Medium,Medium,Public,Positive,2,Yes,College,Female"
"3304,Medium,Low,No,7,High,Yes,Low,Low,Public,Neutral,3,No,High School,Female"
"3305,Low,Low,Yes,7,Medium,No,High,Medium,Public,Neutral,3,No,High School,Male"
"3306,High,High,Yes,8,Low,Yes,Medium,Medium,Public,Positive,4,No,College,Male"
"3307,Low,Medium,Yes,6,Medium,Yes,Medium,High,Public,Negative,4,No,Postgraduate,Female"
"3308,Medium,Medium,Yes,6,Medium,No,High,Medium,Public,Neutral,2,No,College,Male"
"3309,Medium,Low,No,5,Low,Yes,Low,High,Private,Neutral,2,No,College,Female"
"3310,High,Low,Yes,6,High,Yes,Low,Medium,Private,Neutral,2,No,High School,Male"
"3311,Medium,High,No,5,Low,Yes,Medium,Medium,Public,Positive,2,Yes,High School,Female"
"3312,High,High,Yes,6,Medium,Yes,Medium,Medium,Private,Neutral,3,No,High School,Male"
"3313,Low,Medium,Yes,9,Medium,Yes,Medium,,Public,Negative,2,No,College,Male"
"3314,Medium,Medium,Yes,8,High,Yes,Low,Low,Public,Neutral,2,No,High School,Male"
"3315,High,High,No,9,Medium,Yes,High,Medium,Public,Neutral,4,No,High School,Female"
"3316,High,Medium,No,6,Low,Yes,Low,Medium,Private,Positive,4,No,College,Male"
"3317,Medium,High,Yes,4,Medium,Yes,Medium,Low,Private,Positive,1,No,High School,Male"
"3318,Medium,Low,No,7,Low,Yes,Medium,Medium,Private,Neutral,3,No,Postgraduate,Female"
"3319,Low,Medium,No,10,Medium,No,Medium,Medium,Private,Positive,6,No,Postgraduate,Female"
"3320,Medium,High,Yes,6,Medium,Yes,Low,Medium,Private,Neutral,3,No,Postgraduate,Male"
"3321,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Private,Positive,5,No,College,Female"
"3322,Low,High,Yes,5,Medium,Yes,Low,High,Private,Neutral,4,No,High School,Female"
"3323,High,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Neutral,2,No,College,Male"
"3324,High,Low,Yes,7,Low,Yes,Low,High,Private,Positive,4,No,Postgraduate,Male"
"3325,Low,High,No,4,Medium,Yes,Low,High,Public,Neutral,1,No,,Female"
"3326,Medium,Low,Yes,5,Medium,Yes,Medium,Low,Public,Neutral,3,No,High School,Female"
"3327,High,High,Yes,5,Medium,Yes,High,High,Public,Positive,3,No,College,Male"
"3328,Medium,High,Yes,5,High,Yes,Medium,Medium,Private,Positive,6,No,College,Male"
"3329,Medium,High,Yes,6,Medium,Yes,Medium,Medium,Public,Negative,4,No,High School,Male"
"3330,Medium,High,Yes,8,Medium,Yes,Low,Medium,Public,Positive,2,No,High School,Female"
"3331,Low,Medium,No,6,Medium,Yes,Medium,Medium,Private,Negative,4,No,College,Male"
"3332,Medium,Medium,Yes,9,High,Yes,Low,Medium,Public,Positive,4,No,High School,Male"
"3333,High,High,No,6,High,Yes,High,Medium,Public,Positive,3,No,High School,Female"
"3334,Medium,Low,Yes,7,Medium,No,Medium,High,Public,Positive,4,No,High School,Female"
"3335,Medium,Low,No,8,Medium,Yes,Low,Medium,Private,Negative,5,Yes,Postgraduate,Male"
"3336,Medium,Medium,Yes,9,Medium,Yes,Medium,High,Public,Negative,3,No,College,Male"
"3337,High,Low,No,6,Low,Yes,High,High,Public,Neutral,3,No,College,Male"
"3338,High,High,No,8,Medium,Yes,Medium,Medium,Public,Neutral,4,No,College,Male"
