"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Gender"
"3258,16,76,59,7,0,2,62,Medium,Medium,No,Low,Yes,Low,Medium,Public,Neutral,No,College,Female"
"3259,27,61,70,9,0,2,64,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3260,29,93,84,7,0,3,72,Medium,Medium,Yes,Medium,Yes,High,Medium,Public,Neutral,No,College,Male"
"3261,19,74,65,5,1,3,64,Medium,Low,Yes,High,No,Low,High,Public,Positive,No,High School,Male"
"3262,20,83,75,7,0,4,67,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"3263,15,63,63,9,4,3,64,High,High,Yes,Low,No,High,High,Private,Negative,No,College,Male"
"3264,27,67,54,6,0,2,61,Low,Medium,No,Medium,Yes,Medium,Low,Private,Negative,No,High School,Male"
"3265,24,96,69,5,1,4,72,Medium,High,Yes,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"3266,32,84,87,8,2,1,70,Medium,Medium,Yes,Medium,No,Medium,Medium,Public,Positive,No,High School,Male"
"3267,15,98,61,8,4,2,70,Medium,High,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"3268,18,100,88,6,2,2,71,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"3269,21,75,83,7,1,2,68,High,High,No,Low,Yes,Medium,Medium,Public,Positive,No,College,Female"
"3270,24,72,75,7,3,2,68,Medium,Medium,No,Medium,Yes,High,Medium,Private,Neutral,No,College,Female"
"3271,19,94,99,7,0,1,70,High,High,No,Medium,Yes,Low,Medium,Public,Neutral,Yes,High School,Male"
"3272,15,100,94,8,2,3,73,High,High,No,High,Yes,Medium,High,Public,Negative,No,College,Male"
"3273,25,85,78,6,2,1,69,High,Medium,No,Low,Yes,Medium,High,Public,Neutral,No,High School,Female"
"3274,24,92,78,8,0,3,71,Medium,High,No,High,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3275,15,91,64,6,1,3,64,Low,Medium,No,Low,Yes,Low,High,Public,Positive,Yes,High School,Male"
"3276,28,74,96,9,0,3,68,Medium,Medium,No,Low,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"3277,27,83,95,10,0,4,69,Medium,Medium,No,Medium,Yes,High,Low,Private,Neutral,No,High School,Female"
"3278,21,93,87,6,1,2,70,High,Low,No,Medium,Yes,Low,High,Public,Positive,No,High School,Female"
"3279,20,88,56,5,1,4,67,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,,Female"
"3280,23,61,85,8,1,0,66,Medium,High,Yes,Medium,Yes,Medium,High,Private,Positive,No,High School,Male"
"3281,15,73,63,7,2,5,65,Medium,High,No,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"3282,20,66,59,8,4,3,66,Medium,High,Yes,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3283,7,69,88,6,0,4,61,Low,Medium,Yes,Medium,Yes,Low,High,Private,Negative,No,Postgraduate,Female"
"3284,25,96,98,7,0,2,71,Low,Medium,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"3285,11,61,55,6,5,3,60,High,Low,Yes,Medium,Yes,High,Low,Public,Neutral,No,High School,Male"
"3286,29,69,58,7,1,2,66,Medium,Medium,Yes,Medium,Yes,Low,Low,Public,Positive,No,College,Male"
"3287,18,72,61,5,1,4,61,Low,Low,Yes,Low,Yes,Medium,Medium,Private,Negative,No,College,Male"
"3288,19,85,98,7,2,3,68,Medium,Medium,Yes,High,Yes,Medium,Medium,Public,Negative,Yes,High School,Female"
"3289,16,81,85,5,2,3,68,Medium,High,Yes,High,No,Low,Medium,Public,Positive,No,College,Male"
"3290,18,69,84,6,2,4,65,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"3291,29,67,75,7,3,1,65,High,Low,No,Medium,No,Low,Medium,Public,Neutral,No,High School,Female"
"3292,5,69,77,8,2,2,60,Medium,Medium,Yes,Medium,No,Low,High,Public,Negative,No,College,Female"
"3293,28,80,65,8,2,2,67,Low,Medium,No,Low,Yes,Low,Medium,Private,Neutral,No,College,Male"
"3294,22,71,58,8,2,4,65,High,Medium,No,Medium,No,Low,Medium,Public,Negative,No,College,Female"
"3295,13,98,89,5,1,3,70,High,Medium,Yes,High,Yes,High,Medium,Public,Negative,No,High School,Male"
"3296,14,79,74,9,1,4,64,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3297,30,62,63,6,2,4,68,Medium,High,Yes,Medium,Yes,Low,High,Public,Positive,No,High School,Male"
"3298,14,89,82,6,2,4,69,High,Medium,No,High,Yes,Medium,Medium,Public,Negative,No,College,Female"
"3299,13,73,60,7,0,3,65,Medium,High,Yes,High,Yes,High,High,Public,Neutral,No,College,Female"
"3300,27,86,74,6,2,3,71,Medium,Medium,No,Medium,Yes,High,High,Private,Neutral,No,High School,Male"
"3301,22,71,60,8,1,4,65,Medium,Medium,Yes,Low,Yes,Medium,High,Public,Neutral,No,High School,Female"
"3302,14,83,88,8,0,2,65,Medium,High,Yes,Low,Yes,High,Medium,Public,Negative,Yes,High School,Male"
"3303,21,91,66,6,0,2,68,Medium,Medium,Yes,High,Yes,Medium,Medium,Public,Positive,Yes,College,Female"
"3304,14,97,72,7,1,3,66,Medium,Low,No,High,Yes,Low,Low,Public,Neutral,No,High School,Female"
"3305,27,70,88,7,1,3,65,Low,Low,Yes,Medium,No,High,Medium,Public,Neutral,No,High School,Male"
"3306,26,73,83,8,2,4,71,High,High,Yes,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3307,23,79,70,6,3,4,68,Low,Medium,Yes,Medium,Yes,Medium,High,Public,Negative,No,Postgraduate,Female"
"3308,22,97,54,6,2,2,70,Medium,Medium,Yes,Medium,No,High,Medium,Public,Neutral,No,College,Male"
"3309,31,96,96,5,3,2,74,Medium,Low,No,Low,Yes,Low,High,Private,Neutral,No,College,Female"
"3310,20,64,50,6,0,2,62,High,Low,Yes,High,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"3311,13,65,87,5,1,2,61,Medium,High,No,Low,Yes,Medium,Medium,Public,Positive,Yes,High School,Female"
"3312,23,80,97,6,0,3,70,High,High,Yes,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Male"
"3313,33,64,65,9,0,2,65,Low,Medium,Yes,Medium,Yes,Medium,,Public,Negative,No,College,Male"
"3314,14,74,54,8,2,2,62,Medium,Medium,Yes,High,Yes,Low,Low,Public,Neutral,No,High School,Male"
"3315,18,66,62,9,2,4,65,High,High,No,Medium,Yes,High,Medium,Public,Neutral,No,High School,Female"
"3316,22,85,66,6,0,4,68,High,Medium,No,Low,Yes,Low,Medium,Private,Positive,No,College,Male"
"3317,20,98,73,4,2,1,70,Medium,High,Yes,Medium,Yes,Medium,Low,Private,Positive,No,High School,Male"
"3318,14,100,76,7,1,3,68,Medium,Low,No,Low,Yes,Medium,Medium,Private,Neutral,No,Postgraduate,Female"
"3319,27,75,86,10,3,6,69,Low,Medium,No,Medium,No,Medium,Medium,Private,Positive,No,Postgraduate,Female"
"3320,34,84,95,6,1,3,73,Medium,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"3321,21,94,73,7,1,5,71,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Private,Positive,No,College,Female"
"3322,15,65,87,5,0,4,63,Low,High,Yes,Medium,Yes,Low,High,Private,Neutral,No,High School,Female"
"3323,11,88,56,7,2,2,66,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"3324,22,76,66,7,1,4,67,High,Low,Yes,Low,Yes,Low,High,Private,Positive,No,Postgraduate,Male"
"3325,27,68,56,4,0,1,64,Low,High,No,Medium,Yes,Low,High,Public,Neutral,No,,Female"
"3326,23,76,85,5,1,3,66,Medium,Low,Yes,Medium,Yes,Medium,Low,Public,Neutral,No,High School,Female"
"3327,20,63,95,5,2,3,69,High,High,Yes,Medium,Yes,High,High,Public,Positive,No,College,Male"
"3328,16,88,94,5,4,6,72,Medium,High,Yes,High,Yes,Medium,Medium,Private,Positive,No,College,Male"
"3329,13,70,66,6,1,4,63,Medium,High,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Male"
"3330,25,72,62,8,2,2,67,Medium,High,Yes,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"3331,25,65,64,6,1,4,64,Low,Medium,No,Medium,Yes,Medium,Medium,Private,Negative,No,College,Male"
"3332,11,95,64,9,4,4,68,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Positive,No,High School,Male"
"3333,30,80,54,6,1,3,71,High,High,No,High,Yes,High,Medium,Public,Positive,No,High School,Female"
"3334,23,83,57,7,2,4,67,Medium,Low,Yes,Medium,No,Medium,High,Public,Positive,No,High School,Female"
"3335,28,83,61,8,1,5,67,Medium,Low,No,Medium,Yes,Low,Medium,Private,Negative,Yes,Postgraduate,Male"
"3336,12,76,50,9,2,3,64,Medium,Medium,Yes,Medium,Yes,Medium,High,Public,Negative,No,College,Male"
"3337,12,68,52,6,5,3,63,High,Low,No,Low,Yes,High,High,Public,Neutral,No,College,Male"
"3338,19,90,85,8,2,4,72,High,High,No,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"3339,23,65,81,6,2,2,63,Low,Medium,Yes,Low,Yes,Low,Medium,Public,Neutral,No,High School,Female"
"3340,31,64,97,10,2,4,67,High,Medium,No,Low,Yes,Medium,Medium,Private,Negative,No,High School,Female"
"3341,24,88,70,5,1,2,68,Low,Medium,Yes,Medium,No,Low,Medium,Private,Positive,No,Postgraduate,Male"
"3342,19,68,72,8,2,3,64,Low,High,Yes,High,Yes,Low,High,Private,Neutral,No,College,Male"
"3343,14,72,53,9,4,3,65,Medium,High,No,Medium,Yes,Medium,Medium,Public,Negative,No,Postgraduate,Male"
"3344,27,79,58,5,2,1,68,Medium,Low,Yes,High,Yes,Medium,Medium,Private,Neutral,No,Postgraduate,Female"
"3345,14,78,85,8,2,4,66,Medium,High,Yes,Medium,Yes,Low,Medium,Private,Negative,No,High School,Male"
"3346,30,88,62,6,4,5,73,Medium,Medium,Yes,High,Yes,Low,Medium,Private,Positive,No,College,Female"
"3347,18,85,89,10,1,3,68,Low,Medium,Yes,Medium,Yes,High,Medium,Private,Positive,No,High School,Female"
"3348,30,86,85,4,2,5,72,Medium,High,No,High,Yes,Medium,Medium,Private,Neutral,Yes,Postgraduate,Male"
"3349,24,89,87,5,3,0,70,Medium,Medium,Yes,Medium,No,High,Medium,Public,Neutral,No,High School,Female"
"3350,19,72,85,5,1,4,66,Medium,Medium,Yes,High,Yes,Low,Medium,Private,Neutral,No,College,Female"
"3351,17,73,85,5,3,1,66,Low,Medium,Yes,High,Yes,Medium,Medium,Public,Positive,No,College,Female"
"3352,18,78,77,8,2,4,66,Low,Low,Yes,Medium,Yes,Medium,High,Private,Neutral,No,College,Female"
"3353,23,72,84,10,2,2,65,High,Low,Yes,Low,Yes,Low,Medium,Public,Negative,No,High School,Male"
"3354,20,99,76,9,2,5,71,High,Low,Yes,High,Yes,Low,Medium,Public,Neutral,No,College,Male"
"3355,16,93,60,7,1,1,66,Low,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"3356,19,67,61,7,1,4,63,Medium,Low,No,High,Yes,Medium,,Private,Neutral,No,College,Female"
"3357,20,60,70,6,2,3,63,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Neutral,Yes,Postgraduate,Female"
"3358,7,62,51,8,0,3,58,High,Medium,Yes,Low,Yes,Medium,Low,Public,Positive,No,College,Male"
"3359,23,70,94,7,3,3,68,Medium,High,No,Low,Yes,Medium,High,Public,Neutral,No,,Female"
"3360,14,65,63,7,2,3,61,High,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3361,13,81,53,6,2,4,65,Medium,High,No,Low,Yes,Low,Medium,Public,Positive,No,High School,Male"
"3362,10,94,71,5,1,3,67,High,Low,No,Medium,Yes,High,Medium,Public,Positive,No,High School,Male"
"3363,9,89,91,7,1,3,67,Low,High,Yes,Medium,Yes,High,Low,Public,Neutral,No,Postgraduate,Male"
"3364,12,69,70,7,1,4,62,High,Low,No,Medium,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"3365,16,76,63,6,0,1,86,Medium,High,Yes,High,Yes,Low,Medium,Public,Positive,No,High School,Female"
"3366,32,80,77,6,0,5,71,High,Medium,No,Low,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"3367,17,92,79,8,1,3,70,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"3368,21,94,88,8,1,3,71,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3369,22,96,90,10,2,3,71,High,Low,No,High,Yes,Low,Medium,Public,Neutral,Yes,College,Male"
"3370,21,80,85,9,1,3,70,High,High,Yes,Low,Yes,High,Medium,Public,Negative,No,College,Female"
"3371,20,88,50,5,2,5,67,Medium,High,Yes,Medium,No,Low,Medium,Public,Neutral,No,High School,Male"
"3372,13,64,50,7,0,4,60,Medium,Low,Yes,High,Yes,Medium,Low,Public,Positive,No,High School,Male"
"3373,29,83,99,5,0,4,73,High,High,No,Medium,Yes,Medium,High,Public,Neutral,No,College,Female"
"3374,31,70,63,4,1,2,67,High,Low,Yes,High,Yes,Medium,Medium,Public,Neutral,Yes,High School,Female"
"3375,10,77,64,10,1,3,62,Low,High,Yes,High,Yes,Low,Medium,Private,Negative,Yes,College,Female"
"3376,14,85,87,9,0,3,67,Medium,High,No,High,Yes,Medium,Medium,Public,Negative,No,College,Female"
"3377,18,70,79,6,1,2,65,High,Low,No,Medium,Yes,Medium,High,Public,Positive,No,College,Female"
"3378,14,62,73,9,1,6,61,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3379,23,60,56,9,0,4,61,High,Medium,Yes,Low,No,Low,Medium,Private,Negative,No,High School,Female"
"3380,16,61,54,4,1,2,60,High,Medium,No,Low,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"3381,33,60,85,8,4,3,68,High,High,No,Low,Yes,Low,Low,Public,Negative,No,High School,Male"
"3382,27,64,56,6,0,5,65,High,Medium,Yes,Low,Yes,Low,High,Public,Neutral,No,College,Female"
"3383,21,70,72,8,3,1,67,High,High,Yes,Low,Yes,Medium,Low,Public,Neutral,No,Postgraduate,Female"
"3384,26,69,87,10,2,2,67,High,Low,No,Low,Yes,Medium,Low,Public,Positive,No,Postgraduate,Male"
"3385,27,99,96,9,0,2,74,High,Medium,No,Low,Yes,High,Medium,Private,Positive,No,College,Male"
"3386,17,72,94,7,4,2,64,Low,Medium,No,Low,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"3387,15,65,93,9,2,3,64,Medium,High,Yes,Low,Yes,Low,Low,Private,Neutral,No,College,Male"
"3388,20,82,68,4,2,3,67,Medium,Low,Yes,Medium,Yes,Low,High,Public,Neutral,No,High School,Male"
"3389,25,94,96,8,6,3,74,High,High,No,High,Yes,Medium,Medium,Public,Negative,Yes,High School,Female"
"3390,21,87,84,8,1,2,69,Medium,Medium,Yes,High,Yes,Low,Low,Private,Positive,No,College,Male"
"3391,11,72,94,8,1,2,62,Low,Medium,No,High,Yes,Low,Low,Public,Positive,No,High School,Male"
"3392,15,82,54,6,1,2,66,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Female"
"3393,20,89,52,8,2,3,69,High,High,Yes,Low,Yes,Medium,Medium,Public,Negative,No,College,Female"
"3394,20,89,71,8,1,1,68,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,Postgraduate,Male"
"3395,32,87,91,4,2,2,74,High,Medium,Yes,Medium,Yes,High,Medium,Public,Neutral,No,High School,Female"
"3396,12,95,70,7,4,3,68,Medium,Medium,No,Medium,Yes,Medium,High,Public,Positive,No,High School,Male"
"3397,23,95,94,6,2,3,73,Medium,Medium,Yes,High,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3398,29,83,62,8,4,5,70,Medium,Low,No,Low,Yes,High,Medium,Public,Negative,No,College,Male"
"3399,34,77,52,9,0,4,69,Medium,High,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"3400,18,86,88,6,2,2,68,Medium,Medium,Yes,Medium,Yes,Medium,High,Public,Neutral,No,College,Male"
"3401,23,93,81,5,2,1,71,Medium,High,No,High,Yes,Low,Medium,Private,Negative,No,College,Male"
"3402,23,60,72,7,3,2,64,Low,Medium,No,Low,Yes,High,Medium,Public,Neutral,No,College,Female"
"3403,21,100,92,5,3,3,71,Medium,Medium,No,Low,Yes,Low,Low,Public,Positive,Yes,Postgraduate,Male"
"3404,19,67,91,7,1,3,65,Medium,Medium,No,Medium,Yes,Low,High,Public,Neutral,No,High School,Female"
"3405,23,79,66,7,1,3,68,Low,Medium,Yes,High,Yes,High,Medium,Private,Positive,No,Postgraduate,Male"
"3406,5,95,92,8,1,2,67,Medium,High,Yes,Low,Yes,Low,High,Private,Neutral,No,College,Female"
"3407,24,69,67,7,2,4,67,Medium,High,Yes,Medium,Yes,Medium,High,Public,Negative,No,Postgraduate,Male"
"3408,21,79,81,7,2,4,67,Medium,Low,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3409,19,65,60,9,1,3,63,Medium,High,Yes,Low,Yes,Low,Medium,Public,Neutral,No,Postgraduate,Male"
"3410,32,76,63,7,0,3,68,Medium,Medium,No,Medium,Yes,Medium,Low,Public,Positive,No,High School,Female"
"3411,16,67,72,6,1,3,66,High,High,Yes,Medium,Yes,Low,High,Public,Positive,No,Postgraduate,Female"
"3412,18,75,66,7,1,4,67,Medium,Medium,Yes,High,Yes,High,High,Public,Positive,No,High School,Male"
"3413,32,75,56,6,3,2,68,Medium,Low,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"3414,15,100,74,5,2,3,72,High,Medium,Yes,Medium,Yes,High,Medium,Private,Neutral,No,Postgraduate,Male"
"3415,17,100,76,5,3,3,70,Medium,Medium,No,Low,Yes,Low,High,Private,Neutral,No,Postgraduate,Female"
"3416,19,65,58,9,3,4,62,Low,High,No,Low,Yes,Medium,Medium,Public,Negative,No,High School,Female"
"3417,25,89,59,6,2,2,69,Medium,Low,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,College,Female"
"3418,21,62,51,7,0,4,61,Medium,Low,Yes,Low,Yes,Low,Medium,Private,Positive,No,High School,Female"
"3419,12,61,52,7,2,2,58,Medium,Low,Yes,Low,Yes,Low,Medium,Public,Positive,No,High School,Female"
"3420,17,64,68,7,5,3,63,Low,Medium,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Male"
"3421,16,99,57,9,4,3,71,High,Medium,No,High,No,Medium,Medium,Public,Positive,No,College,Female"
"3422,20,98,96,7,1,3,70,Low,Medium,Yes,Low,No,Low,High,Public,Positive,No,College,Female"
"3423,23,68,60,6,1,3,64,High,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Female"
"3424,23,66,53,6,2,1,63,High,Low,No,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3425,9,70,70,8,1,3,63,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3426,26,81,60,8,2,5,71,High,Low,No,High,Yes,Low,High,Public,Positive,No,Postgraduate,Female"
"3427,22,83,53,8,0,2,65,Low,High,Yes,Medium,No,Low,Low,Public,Negative,No,Postgraduate,Female"
"3428,28,69,88,7,2,2,68,High,High,No,Low,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3429,23,90,78,5,1,3,70,Medium,High,Yes,High,No,Medium,Medium,Private,Neutral,No,High School,Male"
"3430,27,72,53,8,3,3,68,High,High,Yes,Medium,Yes,Medium,Low,Public,Neutral,No,High School,Female"
"3431,23,97,73,7,3,1,69,Medium,High,No,Medium,No,Low,Medium,Private,Negative,No,High School,Male"
"3432,28,86,52,7,0,5,70,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3433,23,77,68,5,0,3,67,High,Medium,No,Low,Yes,High,High,Private,Positive,Yes,High School,Male"
"3434,19,92,68,6,2,2,69,Low,High,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"3435,34,93,91,6,2,3,73,Low,Medium,No,Low,Yes,High,Medium,Public,Neutral,No,,Female"
"3436,25,72,87,8,3,3,68,Medium,Medium,Yes,Low,Yes,Medium,Low,Public,Positive,No,Postgraduate,Male"
"3437,23,74,95,8,2,2,67,High,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,College,Female"
"3438,12,97,57,7,0,4,67,Medium,High,Yes,Low,Yes,Low,Medium,Private,Positive,No,College,Female"
"3439,12,67,77,8,2,3,64,Medium,High,Yes,Medium,Yes,Low,High,Private,Positive,No,College,Male"
"3440,22,62,51,9,2,2,63,High,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3441,21,78,91,8,1,5,67,Low,High,No,Medium,No,Medium,Low,Private,Negative,No,Postgraduate,Female"
"3442,16,92,68,8,1,2,70,Medium,High,Yes,Medium,Yes,Medium,High,Public,Positive,No,High School,Male"
"3443,21,91,53,6,1,3,71,High,Medium,Yes,High,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Female"
"3444,30,97,66,6,1,2,74,Medium,High,Yes,High,Yes,Medium,Medium,Private,Neutral,No,College,Male"
"3445,24,81,64,9,2,3,70,Medium,High,Yes,High,Yes,High,Low,Public,Positive,No,High School,Male"
"3446,13,64,88,6,1,2,59,Low,Low,No,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"3447,19,84,56,8,0,3,64,Low,Medium,Yes,Medium,Yes,Low,Medium,Private,Neutral,Yes,High School,Male"
"3448,15,91,78,10,2,3,67,Low,Medium,No,Low,Yes,Medium,High,Public,Neutral,No,High School,Female"
"3449,18,64,90,8,1,3,63,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3450,18,67,87,7,5,2,66,Low,High,Yes,Medium,Yes,Low,Low,Public,Positive,No,College,Male"
"3451,17,60,97,5,1,4,62,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Private,Negative,No,College,Male"
"3452,12,84,50,7,3,3,65,Low,Medium,No,Medium,Yes,High,High,Public,Neutral,No,High School,Male"
"3453,19,95,68,9,3,4,73,High,High,Yes,Medium,Yes,High,Medium,Public,Positive,No,College,Male"
"3454,17,87,68,7,1,2,70,High,High,Yes,High,Yes,Medium,High,Public,Positive,No,High School,Male"
"3455,2,99,52,9,0,4,62,Medium,Low,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3456,32,63,91,8,2,5,68,Medium,High,No,Medium,No,High,Low,Public,Positive,Yes,High School,Female"
"3457,27,96,84,7,1,3,74,High,Low,Yes,Medium,Yes,High,Medium,Public,Neutral,No,College,Male"
"3458,18,93,76,7,2,4,96,Medium,Medium,No,Low,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"3459,20,73,70,5,1,2,66,High,High,No,High,Yes,Low,High,Public,Negative,No,High School,Male"
"3460,13,99,95,6,0,4,69,Low,High,Yes,Medium,No,Low,Medium,Public,Positive,No,Postgraduate,Male"
"3461,30,72,63,6,1,3,70,High,High,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,Postgraduate,Female"
"3462,31,96,67,8,2,3,73,Medium,Low,Yes,Medium,Yes,Medium,Medium,Private,Neutral,No,College,Male"
"3463,21,95,98,7,1,2,69,Low,Low,No,Low,Yes,Low,High,Public,Positive,No,High School,Male"
"3464,26,90,53,9,1,4,71,High,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"3465,21,83,89,7,0,2,65,High,Low,Yes,Low,No,Low,Low,Public,Neutral,No,College,Female"
"3466,12,65,86,6,1,3,62,Medium,Low,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Female"
"3467,18,81,95,6,1,3,69,High,High,No,Low,Yes,Medium,,Public,Positive,No,High School,Male"
"3468,21,74,55,6,3,2,65,Low,Medium,No,High,Yes,Low,Medium,Public,Positive,No,College,Male"
"3469,17,92,99,7,1,2,68,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"3470,19,90,51,6,1,3,65,Low,Low,Yes,High,Yes,Low,Medium,Public,Negative,Yes,Postgraduate,Male"
"3471,19,96,67,5,4,1,72,Medium,High,Yes,Medium,Yes,High,Medium,Private,Neutral,No,High School,Male"
"3472,20,61,54,9,2,4,67,High,High,Yes,Medium,Yes,High,Medium,Private,Positive,No,Postgraduate,Male"
"3473,20,92,53,7,2,2,68,Medium,Low,No,Medium,Yes,Medium,High,Private,Positive,No,College,Male"
"3474,14,98,98,7,0,3,68,Low,Medium,No,Medium,No,Medium,High,Public,Positive,No,High School,Male"
"3475,16,92,86,6,2,3,66,Medium,Medium,No,Low,No,Medium,Medium,Private,Neutral,Yes,College,Female"
"3476,12,65,75,5,0,2,62,Medium,High,Yes,High,Yes,High,Medium,Private,Negative,No,High School,Male"
"3477,26,63,55,7,2,4,65,Medium,Medium,Yes,Medium,Yes,Medium,High,Public,Neutral,No,High School,Male"
"3478,7,61,76,4,1,5,60,Low,High,Yes,High,Yes,Medium,Medium,Private,Positive,No,High School,Female"
"3479,27,85,66,8,2,4,70,High,Medium,Yes,Medium,Yes,Low,High,Private,Neutral,Yes,High School,Male"
"3480,28,85,64,6,1,1,68,Medium,Medium,Yes,Low,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3481,18,99,81,7,1,3,72,Medium,High,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"3482,4,76,90,8,2,2,63,Medium,Medium,Yes,Medium,Yes,High,Medium,Public,Positive,No,High School,Female"
"3483,18,73,72,7,1,1,63,Medium,High,Yes,Low,Yes,Medium,Medium,Private,Neutral,Yes,High School,Male"
"3484,20,85,75,5,1,2,67,Low,Medium,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"3485,14,93,83,9,4,2,68,Medium,Low,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Female"
"3486,17,97,56,5,2,3,69,Medium,Medium,No,Low,Yes,High,Medium,Public,Positive,No,High School,Female"
